clus	markerGene	padj	significant
0	LOC5514817	4.023906199597134e-05	T
0	LOC116617695	4.4417558993741064e-05	T
0	LOC5507478	4.484916774203832e-05	T
0	LOC5519462	4.612287494908302e-05	T
0	LOC5507951	5.1490122167018604e-05	T
0	LOC5517882	6.481783322847717e-05	T
0	LOC5507284	7.049141888370721e-05	T
0	LOC5514701	7.74301193435878e-05	T
0	LOC5517054	7.765541693085361e-05	T
0	LOC116619914	7.765541693085361e-05	T
0	LOC5513528	7.810330458376932e-05	T
0	LOC116618931	7.90889731041246e-05	T
0	LOC5518365	8.689403737949987e-05	T
0	LOC5519924	8.753518975742663e-05	T
0	LOC5517811	9.207995765506631e-05	T
0	LOC5514379	0.0001222204141492334	T
0	LOC125570099	0.00013068445362025523	T
0	LOC5501792	0.00013307581729979904	T
0	LOC116619931	0.00013524144741798453	T
0	LOC5513390	0.0001365533070462389	T
0	LOC125560852	0.00013951936502601108	T
0	LOC5517292	0.0001423533252588507	T
0	LOC116611361	0.00014891935240917204	T
0	LOC5514517	0.00015307633955533506	T
0	LOC116614236	0.00019099148918938353	T
0	LOC5513873	0.00019571227921726195	T
0	LOC5510477	0.00022144732032398202	T
0	LOC5511664	0.00022679024675034278	T
0	LOC116603358	0.00024009187174072106	T
0	LOC116603352	0.0002444960346948608	T
0	LOC5519010	0.0002570772387691375	T
0	LOC5508127	0.00027465486101323905	T
0	LOC116615554	0.00029714113477584896	T
0	LOC5514609	0.0003041626417371259	T
0	LOC5506209	0.00030508936059904236	T
0	LOC5509814	0.0003076165520757603	T
0	LOC5521720	0.00032146739705809493	T
0	LOC116614015	0.0003638614407831301	T
0	LOC5517464	0.00038797524890807485	T
0	LOC116614205	0.00039857213291150735	T
0	LOC5514417	0.0004049715087406993	T
0	LOC5525241	0.0004424694825978754	T
0	LOC5518544	0.0004530911312275937	T
0	LOC5501465	0.0004673576763179725	T
0	LOC5518158	0.0005314921547710649	T
0	LOC5519201	0.0006302583837240562	T
0	LOC5511582	0.0006552936608765119	T
0	LOC5516447	0.0007402543396412846	T
0	LOC5504472	0.0007743323757307989	T
0	LOC5505464	0.0007874599488108269	T
0	LOC116615488	0.001030681211917155	T
0	LOC5502739	0.0010603297756828665	T
0	LOC5514757	0.0010773649947904808	T
0	LOC116619501	0.0011075498450136814	T
0	LOC5502574	0.0011555708905250893	T
0	LOC5518048	0.0012500571393510625	T
0	LOC5522262	0.001254285341866526	T
0	LOC5516456	0.0012879076768285609	T
0	LOC5520815	0.0013283581721201376	T
0	LOC116608898	0.0014565550065657612	T
0	LOC5507005	0.0015189655052346804	T
0	LOC5509367	0.0016043792012283337	T
0	LOC116617479	0.00163430178196365	T
0	LOC5520178	0.0017046375515271666	T
0	LOC5519547	0.0018224631281360203	T
0	LOC5514765	0.0018757906589655841	T
0	LOC116617811	0.0019159431834578898	T
0	LOC5513907	0.0019861574292967623	T
0	LOC116618806	0.0019958874802194575	T
0	LOC5519318	0.0020738083671036087	T
0	LOC5507511	0.0020887049657731193	T
0	LOC5508142	0.0022109729660376998	T
0	LOC5513560	0.0023233449915795817	T
0	LOC116618400	0.0024076616164123974	T
0	LOC116611365	0.0024363777674307327	T
0	LOC5521183	0.0024784934409391416	T
0	LOC5509519	0.002516064079604443	T
0	LOC5501717	0.0026067879902651127	T
0	LOC5514304	0.00261288617384968	T
0	LOC5510209	0.0026486527016685918	T
0	LOC5522141	0.0026931127513594873	T
0	LOC5510276	0.0027350466134610546	T
0	LOC116610397	0.0027778154548520574	T
0	LOC5510534	0.0028612534248389746	T
0	LOC5514059	0.0028612534248389746	T
0	LOC5501275	0.003247201251149546	T
0	LOC5520500	0.0033092952668496464	T
0	LOC5518060	0.00363368720952486	T
0	LOC125559960	0.0036482617811740394	T
0	LOC116604154	0.003842871114227317	T
0	LOC5501359	0.0038987887595986564	T
0	LOC5498073	0.003945208069118437	T
0	LOC5503394	0.004026010215333687	T
0	LOC5517441	0.004272119286953931	T
0	LOC5503660	0.0043714385514259674	T
0	LOC5496159	0.004726993768917077	T
0	LOC5503813	0.004748274994175977	T
0	LOC5513088	0.004798867805318579	T
0	LOC5507051	0.0048241049103797656	T
0	LOC5519620	0.004848336933552222	T
0	LOC5514847	0.004879528430209037	T
0	LOC5520712	0.0049052207248195265	T
0	LOC5515189	0.005127301659658397	T
0	LOC116611661	0.00541666552958974	T
0	LOC5516537	0.005484365306797091	T
0	LOC116611070	0.006170393441338928	T
0	LOC5517244	0.006339150976029002	T
0	LOC116612325	0.006705411764462089	T
0	LOC5521339	0.006745756053483939	T
0	LOC5505338	0.007225512476561649	T
0	LOC5505797	0.008813694172423428	T
0	LOC125559961	0.009120293310322448	T
0	LOC5502736	0.010007791812704083	T
0	LOC125561113	0.01003509780302938	T
0	LOC5512093	0.01023173784181554	T
0	LOC5504672	0.010293981992285912	T
0	LOC116614307	0.010576311060675643	T
0	LOC125561822	0.010651327274260606	T
0	LOC5519356	0.010848203966938901	T
0	LOC5521915	0.011029344521769189	T
0	LOC5507602	0.011111296996375482	T
0	LOC5509027	0.011736247747875203	T
0	LOC5500340	0.01217228621128668	T
0	LOC5507923	0.012266625000758513	T
0	LOC5501630	0.013715298188118416	T
0	LOC116620388	0.013882734459699364	T
0	LOC125573490	0.013963901762835806	T
0	LOC5517520	0.014307199033436819	T
0	LOC5506273	0.014384417818779333	T
0	LOC5510662	0.014415252546646617	T
0	LOC5515810	0.015033380555969311	T
0	LOC116614814	0.015139308904476227	T
0	LOC5514936	0.015225244467636546	T
0	LOC5512087	0.015352179842582983	T
0	LOC116619182	0.016237758757566136	T
0	LOC116619489	0.016539930660600066	T
0	LOC5507390	0.01656969817285712	T
0	LOC5520193	0.016926451801387528	T
